Pattern         		
IR_J-52_IR1_190 	ND_J-52_IR1_190 	Meter_J-52_IR1_190 
IR_J-52_IR1_210 	ND_J-52_IR1_210 	Meter_J-52_IR1_210 
IR_J-52_IR1_230 	ND_J-52_IR1_230 	Meter_J-52_IR1_230 
IR_J-52_IR1_250 	ND_J-52_IR1_250 	Meter_J-52_IR1_250 
IR_J-52_IR1_270 	ND_J-52_IR1_270 	Meter_J-52_IR1_270 
IR_J-52_IR1_290 	ND_J-52_IR1_290 	Meter_J-52_IR1_290 
IR_J-52_IR1_310 	ND_J-52_IR1_310 	Meter_J-52_IR1_310 
IR_J-52_IR1_330 	ND_J-52_IR1_330 	Meter_J-52_IR1_330 
IR_J-52_IR1_350 	ND_J-52_IR1_350 	Meter_J-52_IR1_350 
IR_J-38_IR1_10  	ND_J-38_IR1_10  	Meter_J-38_IR1_10  
IR_J-38_IR1_30  	ND_J-38_IR1_30  	Meter_J-38_IR1_30  
IR_J-38_IR1_50  	ND_J-38_IR1_50  	Meter_J-38_IR1_50  
IR_J-38_IR1_70  	ND_J-38_IR1_70  	Meter_J-38_IR1_70  
IR_J-38_IR1_90  	ND_J-38_IR1_90  	Meter_J-38_IR1_90  
IR_J-38_IR1_110 	ND_J-38_IR1_110 	Meter_J-38_IR1_110 
IR_J-38_IR1_130 	ND_J-38_IR1_130 	Meter_J-38_IR1_130 
IR_J-38_IR1_150 	ND_J-38_IR1_150 	Meter_J-38_IR1_150 
IR_J-38_IR1_170 	ND_J-38_IR1_170 	Meter_J-38_IR1_170 
IR_J-38_IR1_190 	ND_J-38_IR1_190 	Meter_J-38_IR1_190 
IR_J-38_IR1_210 	ND_J-38_IR1_210 	Meter_J-38_IR1_210 
IR_J-38_IR1_230 	ND_J-38_IR1_230 	Meter_J-38_IR1_230 
IR_J-38_IR1_250 	ND_J-38_IR1_250 	Meter_J-38_IR1_250 
IR_J-38_IR1_270 	ND_J-38_IR1_270 	Meter_J-38_IR1_270 
IR_J-38_IR1_290 	ND_J-38_IR1_290 	Meter_J-38_IR1_290 
IR_J-38_IR1_310 	ND_J-38_IR1_310 	Meter_J-38_IR1_310 
IR_J-38_IR1_330 	ND_J-38_IR1_330 	Meter_J-38_IR1_330 
IR_J-38_IR1_350 	ND_J-38_IR1_350 	Meter_J-38_IR1_350 
IR_J-53_IR1_10  	ND_J-53_IR1_10  	Meter_J-53_IR1_10  
IR_J-53_IR1_30  	ND_J-53_IR1_30  	Meter_J-53_IR1_30  
IR_J-53_IR1_50  	ND_J-53_IR1_50  	Meter_J-53_IR1_50  
IR_J-53_IR1_70  	ND_J-53_IR1_70  	Meter_J-53_IR1_70  
IR_J-53_IR1_90  	ND_J-53_IR1_90  	Meter_J-53_IR1_90  
IR_J-53_IR1_110 	ND_J-53_IR1_110 	Meter_J-53_IR1_110 
IR_J-53_IR1_130 	ND_J-53_IR1_130 	Meter_J-53_IR1_130 
IR_J-53_IR1_150 	ND_J-53_IR1_150 	Meter_J-53_IR1_150 
IR_J-53_IR1_170 	ND_J-53_IR1_170 	Meter_J-53_IR1_170 
IR_J-53_IR1_190 	ND_J-53_IR1_190 	Meter_J-53_IR1_190 
IR_J-53_IR1_210 	ND_J-53_IR1_210 	Meter_J-53_IR1_210 
IR_J-53_IR1_230 	ND_J-53_IR1_230 	Meter_J-53_IR1_230 
IR_J-53_IR1_250 	ND_J-53_IR1_250 	Meter_J-53_IR1_250 
IR_J-53_IR1_270 	ND_J-53_IR1_270 	Meter_J-53_IR1_270 
IR_J-53_IR1_290 	ND_J-53_IR1_290 	Meter_J-53_IR1_290 
IR_J-53_IR1_310 	ND_J-53_IR1_310 	Meter_J-53_IR1_310 
IR_J-53_IR1_330 	ND_J-53_IR1_330 	Meter_J-53_IR1_330 
IR_J-53_IR1_350 	ND_J-53_IR1_350 	Meter_J-53_IR1_350 
IR_J-119_IR1_10 	ND_J-119_IR1_10 	Meter_J-119_IR1_10 
IR_J-119_IR1_30 	ND_J-119_IR1_30 	Meter_J-119_IR1_30 
IR_J-119_IR1_50 	ND_J-119_IR1_50 	Meter_J-119_IR1_50 
IR_J-119_IR1_70 	ND_J-119_IR1_70 	Meter_J-119_IR1_70 
IR_J-119_IR1_90 	ND_J-119_IR1_90 	Meter_J-119_IR1_90 
IR_J-119_IR1_110	ND_J-119_IR1_110	Meter_J-119_IR1_110
IR_J-119_IR1_130	ND_J-119_IR1_130	Meter_J-119_IR1_130
IR_J-119_IR1_150	ND_J-119_IR1_150	Meter_J-119_IR1_150
IR_J-119_IR1_170	ND_J-119_IR1_170	Meter_J-119_IR1_170
IR_J-119_IR1_190	ND_J-119_IR1_190	Meter_J-119_IR1_190
IR_J-119_IR1_210	ND_J-119_IR1_210	Meter_J-119_IR1_210
IR_J-119_IR1_230	ND_J-119_IR1_230	Meter_J-119_IR1_230
IR_J-119_IR1_250	ND_J-119_IR1_250	Meter_J-119_IR1_250
IR_J-119_IR1_270	ND_J-119_IR1_270	Meter_J-119_IR1_270
IR_J-119_IR1_290	ND_J-119_IR1_290	Meter_J-119_IR1_290
IR_J-119_IR1_310	ND_J-119_IR1_310	Meter_J-119_IR1_310
IR_J-119_IR1_330	ND_J-119_IR1_330	Meter_J-119_IR1_330
IR_J-119_IR1_350	ND_J-119_IR1_350	Meter_J-119_IR1_350
IR_J-190_IR1_10 	ND_J-190_IR1_10 	Meter_J-190_IR1_10 
IR_J-190_IR1_30 	ND_J-190_IR1_30 	Meter_J-190_IR1_30 
IR_J-190_IR1_50 	ND_J-190_IR1_50 	Meter_J-190_IR1_50 
IR_J-190_IR1_70 	ND_J-190_IR1_70 	Meter_J-190_IR1_70 
IR_J-190_IR1_90 	ND_J-190_IR1_90 	Meter_J-190_IR1_90 
IR_J-190_IR1_110	ND_J-190_IR1_110	Meter_J-190_IR1_110
IR_J-190_IR1_130	ND_J-190_IR1_130	Meter_J-190_IR1_130
IR_J-190_IR1_150	ND_J-190_IR1_150	Meter_J-190_IR1_150
IR_J-190_IR1_170	ND_J-190_IR1_170	Meter_J-190_IR1_170
IR_J-190_IR1_190	ND_J-190_IR1_190	Meter_J-190_IR1_190
IR_J-190_IR1_210	ND_J-190_IR1_210	Meter_J-190_IR1_210
IR_J-190_IR1_230	ND_J-190_IR1_230	Meter_J-190_IR1_230
IR_J-190_IR1_250	ND_J-190_IR1_250	Meter_J-190_IR1_250
IR_J-190_IR1_270	ND_J-190_IR1_270	Meter_J-190_IR1_270
IR_J-190_IR1_290	ND_J-190_IR1_290	Meter_J-190_IR1_290
IR_J-190_IR1_310	ND_J-190_IR1_310	Meter_J-190_IR1_310
IR_J-190_IR1_330	ND_J-190_IR1_330	Meter_J-190_IR1_330
IR_J-190_IR1_350	ND_J-190_IR1_350	Meter_J-190_IR1_350
IR_J-309_IR1_10 	ND_J-309_IR1_10 	Meter_J-309_IR1_10 
IR_J-309_IR1_30 	ND_J-309_IR1_30 	Meter_J-309_IR1_30 
IR_J-309_IR1_50 	ND_J-309_IR1_50 	Meter_J-309_IR1_50 
IR_J-309_IR1_70 	ND_J-309_IR1_70 	Meter_J-309_IR1_70 
IR_J-309_IR1_90 	ND_J-309_IR1_90 	Meter_J-309_IR1_90 
IR_J-309_IR1_110	ND_J-309_IR1_110	Meter_J-309_IR1_110
IR_J-309_IR1_130	ND_J-309_IR1_130	Meter_J-309_IR1_130
IR_J-309_IR1_150	ND_J-309_IR1_150	Meter_J-309_IR1_150
IR_J-309_IR1_170	ND_J-309_IR1_170	Meter_J-309_IR1_170
IR_J-309_IR1_190	ND_J-309_IR1_190	Meter_J-309_IR1_190
IR_J-309_IR1_210	ND_J-309_IR1_210	Meter_J-309_IR1_210
IR_J-309_IR1_230	ND_J-309_IR1_230	Meter_J-309_IR1_230
IR_J-309_IR1_250	ND_J-309_IR1_250	Meter_J-309_IR1_250
IR_J-309_IR1_270	ND_J-309_IR1_270	Meter_J-309_IR1_270
IR_J-309_IR1_290	ND_J-309_IR1_290	Meter_J-309_IR1_290
IR_J-309_IR1_310	ND_J-309_IR1_310	Meter_J-309_IR1_310
IR_J-309_IR1_330	ND_J-309_IR1_330	Meter_J-309_IR1_330
IR_J-309_IR1_350	ND_J-309_IR1_350	Meter_J-309_IR1_350
IR_J-13_IR1_10  	ND_J-13_IR1_10  	Meter_J-13_IR1_10  
IR_J-13_IR1_30  	ND_J-13_IR1_30  	Meter_J-13_IR1_30  
IR_J-13_IR1_50  	ND_J-13_IR1_50  	Meter_J-13_IR1_50  
IR_J-13_IR1_70  	ND_J-13_IR1_70  	Meter_J-13_IR1_70  
IR_J-13_IR1_90  	ND_J-13_IR1_90  	Meter_J-13_IR1_90  
IR_J-13_IR1_110 	ND_J-13_IR1_110 	Meter_J-13_IR1_110 
IR_J-13_IR1_130 	ND_J-13_IR1_130 	Meter_J-13_IR1_130 
IR_J-13_IR1_150 	ND_J-13_IR1_150 	Meter_J-13_IR1_150 
IR_J-13_IR1_170 	ND_J-13_IR1_170 	Meter_J-13_IR1_170 
IR_J-13_IR1_190 	ND_J-13_IR1_190 	Meter_J-13_IR1_190 
IR_J-13_IR1_210 	ND_J-13_IR1_210 	Meter_J-13_IR1_210 
IR_J-13_IR1_230 	ND_J-13_IR1_230 	Meter_J-13_IR1_230 
IR_J-13_IR1_250 	ND_J-13_IR1_250 	Meter_J-13_IR1_250 
IR_J-13_IR1_270 	ND_J-13_IR1_270 	Meter_J-13_IR1_270 
IR_J-13_IR1_290 	ND_J-13_IR1_290 	Meter_J-13_IR1_290 
IR_J-13_IR1_310 	ND_J-13_IR1_310 	Meter_J-13_IR1_310 
IR_J-13_IR1_330 	ND_J-13_IR1_330 	Meter_J-13_IR1_330 
IR_J-13_IR1_350 	ND_J-13_IR1_350 	Meter_J-13_IR1_350 
IR_J-97_IR1_10  	ND_J-97_IR1_10  	Meter_J-97_IR1_10  
IR_J-97_IR1_30  	ND_J-97_IR1_30  	Meter_J-97_IR1_30  
IR_J-97_IR1_50  	ND_J-97_IR1_50  	Meter_J-97_IR1_50  
IR_J-97_IR1_70  	ND_J-97_IR1_70  	Meter_J-97_IR1_70  
IR_J-97_IR1_90  	ND_J-97_IR1_90  	Meter_J-97_IR1_90  
IR_J-97_IR1_110 	ND_J-97_IR1_110 	Meter_J-97_IR1_110 
IR_J-97_IR1_130 	ND_J-97_IR1_130 	Meter_J-97_IR1_130 
IR_J-97_IR1_150 	ND_J-97_IR1_150 	Meter_J-97_IR1_150 
IR_J-97_IR1_170 	ND_J-97_IR1_170 	Meter_J-97_IR1_170 
IR_J-97_IR1_190 	ND_J-97_IR1_190 	Meter_J-97_IR1_190 
IR_J-97_IR1_210 	ND_J-97_IR1_210 	Meter_J-97_IR1_210 
IR_J-97_IR1_230 	ND_J-97_IR1_230 	Meter_J-97_IR1_230 
IR_J-97_IR1_250 	ND_J-97_IR1_250 	Meter_J-97_IR1_250 
IR_J-97_IR1_270 	ND_J-97_IR1_270 	Meter_J-97_IR1_270 
IR_J-97_IR1_290 	ND_J-97_IR1_290 	Meter_J-97_IR1_290 
IR_J-97_IR1_310 	ND_J-97_IR1_310 	Meter_J-97_IR1_310 
IR_J-97_IR1_330 	ND_J-97_IR1_330 	Meter_J-97_IR1_330 
IR_J-97_IR1_350 	ND_J-97_IR1_350 	Meter_J-97_IR1_350 
IR_J-133_IR1_10 	ND_J-133_IR1_10 	Meter_J-133_IR1_10 
IR_J-133_IR1_30 	ND_J-133_IR1_30 	Meter_J-133_IR1_30 
IR_J-133_IR1_50 	ND_J-133_IR1_50 	Meter_J-133_IR1_50 
IR_J-133_IR1_70 	ND_J-133_IR1_70 	Meter_J-133_IR1_70 
IR_J-133_IR1_90 	ND_J-133_IR1_90 	Meter_J-133_IR1_90 
IR_J-133_IR1_110	ND_J-133_IR1_110	Meter_J-133_IR1_110
IR_J-133_IR1_130	ND_J-133_IR1_130	Meter_J-133_IR1_130
IR_J-133_IR1_150	ND_J-133_IR1_150	Meter_J-133_IR1_150
IR_J-133_IR1_170	ND_J-133_IR1_170	Meter_J-133_IR1_170
IR_J-133_IR1_190	ND_J-133_IR1_190	Meter_J-133_IR1_190
IR_J-133_IR1_210	ND_J-133_IR1_210	Meter_J-133_IR1_210
IR_J-133_IR1_230	ND_J-133_IR1_230	Meter_J-133_IR1_230
IR_J-133_IR1_250	ND_J-133_IR1_250	Meter_J-133_IR1_250
IR_J-133_IR1_270	ND_J-133_IR1_270	Meter_J-133_IR1_270
IR_J-133_IR1_290	ND_J-133_IR1_290	Meter_J-133_IR1_290
IR_J-133_IR1_310	ND_J-133_IR1_310	Meter_J-133_IR1_310
IR_J-133_IR1_330	ND_J-133_IR1_330	Meter_J-133_IR1_330
IR_J-133_IR1_350	ND_J-133_IR1_350	Meter_J-133_IR1_350
IR_J-130_IR1_10 	ND_J-130_IR1_10 	Meter_J-130_IR1_10 
IR_J-130_IR1_30 	ND_J-130_IR1_30 	Meter_J-130_IR1_30 
IR_J-130_IR1_50 	ND_J-130_IR1_50 	Meter_J-130_IR1_50 
IR_J-130_IR1_70 	ND_J-130_IR1_70 	Meter_J-130_IR1_70 
IR_J-130_IR1_90 	ND_J-130_IR1_90 	Meter_J-130_IR1_90 
IR_J-130_IR1_110	ND_J-130_IR1_110	Meter_J-130_IR1_110
IR_J-130_IR1_130	ND_J-130_IR1_130	Meter_J-130_IR1_130
IR_J-130_IR1_150	ND_J-130_IR1_150	Meter_J-130_IR1_150
IR_J-130_IR1_170	ND_J-130_IR1_170	Meter_J-130_IR1_170
IR_J-130_IR1_190	ND_J-130_IR1_190	Meter_J-130_IR1_190
IR_J-130_IR1_210	ND_J-130_IR1_210	Meter_J-130_IR1_210
IR_J-130_IR1_230	ND_J-130_IR1_230	Meter_J-130_IR1_230
IR_J-130_IR1_250	ND_J-130_IR1_250	Meter_J-130_IR1_250
IR_J-130_IR1_270	ND_J-130_IR1_270	Meter_J-130_IR1_270
IR_J-130_IR1_290	ND_J-130_IR1_290	Meter_J-130_IR1_290
IR_J-130_IR1_310	ND_J-130_IR1_310	Meter_J-130_IR1_310
IR_J-130_IR1_330	ND_J-130_IR1_330	Meter_J-130_IR1_330
IR_J-130_IR1_350	ND_J-130_IR1_350	Meter_J-130_IR1_350
IR_J-251_IR1_10 	ND_J-251_IR1_10 	Meter_J-251_IR1_10 
IR_J-251_IR1_30 	ND_J-251_IR1_30 	Meter_J-251_IR1_30 
IR_J-251_IR1_50 	ND_J-251_IR1_50 	Meter_J-251_IR1_50 
IR_J-251_IR1_70 	ND_J-251_IR1_70 	Meter_J-251_IR1_70 
IR_J-251_IR1_90 	ND_J-251_IR1_90 	Meter_J-251_IR1_90 
IR_J-251_IR1_110	ND_J-251_IR1_110	Meter_J-251_IR1_110
IR_J-251_IR1_130	ND_J-251_IR1_130	Meter_J-251_IR1_130
IR_J-251_IR1_150	ND_J-251_IR1_150	Meter_J-251_IR1_150
IR_J-251_IR1_170	ND_J-251_IR1_170	Meter_J-251_IR1_170
IR_J-251_IR1_190	ND_J-251_IR1_190	Meter_J-251_IR1_190
IR_J-251_IR1_210	ND_J-251_IR1_210	Meter_J-251_IR1_210
IR_J-251_IR1_230	ND_J-251_IR1_230	Meter_J-251_IR1_230
IR_J-251_IR1_250	ND_J-251_IR1_250	Meter_J-251_IR1_250
IR_J-251_IR1_270	ND_J-251_IR1_270	Meter_J-251_IR1_270
IR_J-251_IR1_290	ND_J-251_IR1_290	Meter_J-251_IR1_290
IR_J-251_IR1_310	ND_J-251_IR1_310	Meter_J-251_IR1_310
IR_J-251_IR1_330	ND_J-251_IR1_330	Meter_J-251_IR1_330
IR_J-251_IR1_350	ND_J-251_IR1_350	Meter_J-251_IR1_350
IR_J-93_IR1_10  	ND_J-93_IR1_10  	Meter_J-93_IR1_10  
IR_J-93_IR1_30  	ND_J-93_IR1_30  	Meter_J-93_IR1_30  
IR_J-93_IR1_50  	ND_J-93_IR1_50  	Meter_J-93_IR1_50  
IR_J-93_IR1_70  	ND_J-93_IR1_70  	Meter_J-93_IR1_70  
IR_J-93_IR1_90  	ND_J-93_IR1_90  	Meter_J-93_IR1_90  
IR_J-93_IR1_110 	ND_J-93_IR1_110 	Meter_J-93_IR1_110 
IR_J-93_IR1_130 	ND_J-93_IR1_130 	Meter_J-93_IR1_130 
IR_J-93_IR1_150 	ND_J-93_IR1_150 	Meter_J-93_IR1_150 
IR_J-93_IR1_170 	ND_J-93_IR1_170 	Meter_J-93_IR1_170 
IR_J-93_IR1_190 	ND_J-93_IR1_190 	Meter_J-93_IR1_190 
IR_J-93_IR1_210 	ND_J-93_IR1_210 	Meter_J-93_IR1_210 
IR_J-93_IR1_230 	ND_J-93_IR1_230 	Meter_J-93_IR1_230 
IR_J-93_IR1_250 	ND_J-93_IR1_250 	Meter_J-93_IR1_250 
IR_J-93_IR1_270 	ND_J-93_IR1_270 	Meter_J-93_IR1_270 
IR_J-93_IR1_290 	ND_J-93_IR1_290 	Meter_J-93_IR1_290 
IR_J-93_IR1_310 	ND_J-93_IR1_310 	Meter_J-93_IR1_310 
IR_J-93_IR1_330 	ND_J-93_IR1_330 	Meter_J-93_IR1_330 
IR_J-93_IR1_350 	ND_J-93_IR1_350 	Meter_J-93_IR1_350 
IR_J-43_IR1_10  	ND_J-43_IR1_10  	Meter_J-43_IR1_10  
IR_J-43_IR1_30  	ND_J-43_IR1_30  	Meter_J-43_IR1_30  
IR_J-43_IR1_50  	ND_J-43_IR1_50  	Meter_J-43_IR1_50  
IR_J-43_IR1_70  	ND_J-43_IR1_70  	Meter_J-43_IR1_70  
IR_J-43_IR1_90  	ND_J-43_IR1_90  	Meter_J-43_IR1_90  
IR_J-43_IR1_110 	ND_J-43_IR1_110 	Meter_J-43_IR1_110 
IR_J-43_IR1_130 	ND_J-43_IR1_130 	Meter_J-43_IR1_130 
IR_J-43_IR1_150 	ND_J-43_IR1_150 	Meter_J-43_IR1_150 
IR_J-43_IR1_170 	ND_J-43_IR1_170 	Meter_J-43_IR1_170 
IR_J-43_IR1_190 	ND_J-43_IR1_190 	Meter_J-43_IR1_190 
IR_J-43_IR1_210 	ND_J-43_IR1_210 	Meter_J-43_IR1_210 
IR_J-43_IR1_230 	ND_J-43_IR1_230 	Meter_J-43_IR1_230 
IR_J-43_IR1_250 	ND_J-43_IR1_250 	Meter_J-43_IR1_250 
IR_J-43_IR1_270 	ND_J-43_IR1_270 	Meter_J-43_IR1_270 
IR_J-43_IR1_290 	ND_J-43_IR1_290 	Meter_J-43_IR1_290 
IR_J-43_IR1_310 	ND_J-43_IR1_310 	Meter_J-43_IR1_310 
IR_J-43_IR1_330 	ND_J-43_IR1_330 	Meter_J-43_IR1_330 
IR_J-43_IR1_350 	ND_J-43_IR1_350 	Meter_J-43_IR1_350 
IR_J-168_IR1_10 	ND_J-168_IR1_10 	Meter_J-168_IR1_10 
IR_J-168_IR1_30 	ND_J-168_IR1_30 	Meter_J-168_IR1_30 
IR_J-168_IR1_50 	ND_J-168_IR1_50 	Meter_J-168_IR1_50 
IR_J-168_IR1_70 	ND_J-168_IR1_70 	Meter_J-168_IR1_70 
IR_J-168_IR1_90 	ND_J-168_IR1_90 	Meter_J-168_IR1_90 
IR_J-168_IR1_110	ND_J-168_IR1_110	Meter_J-168_IR1_110
IR_J-168_IR1_130	ND_J-168_IR1_130	Meter_J-168_IR1_130
IR_J-168_IR1_150	ND_J-168_IR1_150	Meter_J-168_IR1_150
IR_J-168_IR1_170	ND_J-168_IR1_170	Meter_J-168_IR1_170
IR_J-168_IR1_190	ND_J-168_IR1_190	Meter_J-168_IR1_190
IR_J-168_IR1_210	ND_J-168_IR1_210	Meter_J-168_IR1_210
IR_J-168_IR1_230	ND_J-168_IR1_230	Meter_J-168_IR1_230
IR_J-168_IR1_250	ND_J-168_IR1_250	Meter_J-168_IR1_250
IR_J-168_IR1_270	ND_J-168_IR1_270	Meter_J-168_IR1_270
IR_J-168_IR1_290	ND_J-168_IR1_290	Meter_J-168_IR1_290
IR_J-168_IR1_310	ND_J-168_IR1_310	Meter_J-168_IR1_310
IR_J-168_IR1_330	ND_J-168_IR1_330	Meter_J-168_IR1_330
IR_J-168_IR1_350	ND_J-168_IR1_350	Meter_J-168_IR1_350
IR_J-145_IR1_10 	ND_J-145_IR1_10 	Meter_J-145_IR1_10 
IR_J-145_IR1_30 	ND_J-145_IR1_30 	Meter_J-145_IR1_30 
IR_J-145_IR1_50 	ND_J-145_IR1_50 	Meter_J-145_IR1_50 
IR_J-145_IR1_70 	ND_J-145_IR1_70 	Meter_J-145_IR1_70 
IR_J-145_IR1_90 	ND_J-145_IR1_90 	Meter_J-145_IR1_90 
IR_J-145_IR1_110	ND_J-145_IR1_110	Meter_J-145_IR1_110
IR_J-145_IR1_130	ND_J-145_IR1_130	Meter_J-145_IR1_130
IR_J-145_IR1_150	ND_J-145_IR1_150	Meter_J-145_IR1_150
IR_J-145_IR1_170	ND_J-145_IR1_170	Meter_J-145_IR1_170
IR_J-145_IR1_190	ND_J-145_IR1_190	Meter_J-145_IR1_190
IR_J-145_IR1_210	ND_J-145_IR1_210	Meter_J-145_IR1_210
IR_J-145_IR1_230	ND_J-145_IR1_230	Meter_J-145_IR1_230
IR_J-145_IR1_250	ND_J-145_IR1_250	Meter_J-145_IR1_250
IR_J-145_IR1_270	ND_J-145_IR1_270	Meter_J-145_IR1_270
IR_J-145_IR1_290	ND_J-145_IR1_290	Meter_J-145_IR1_290
IR_J-145_IR1_310	ND_J-145_IR1_310	Meter_J-145_IR1_310
IR_J-145_IR1_330	ND_J-145_IR1_330	Meter_J-145_IR1_330
IR_J-145_IR1_350	ND_J-145_IR1_350	Meter_J-145_IR1_350
IR_J-103_IR1_10 	ND_J-103_IR1_10 	Meter_J-103_IR1_10 
IR_J-103_IR1_30 	ND_J-103_IR1_30 	Meter_J-103_IR1_30 
IR_J-103_IR1_50 	ND_J-103_IR1_50 	Meter_J-103_IR1_50 
IR_J-103_IR1_70 	ND_J-103_IR1_70 	Meter_J-103_IR1_70 
IR_J-103_IR1_90 	ND_J-103_IR1_90 	Meter_J-103_IR1_90 
IR_J-103_IR1_110	ND_J-103_IR1_110	Meter_J-103_IR1_110
IR_J-103_IR1_130	ND_J-103_IR1_130	Meter_J-103_IR1_130
IR_J-103_IR1_150	ND_J-103_IR1_150	Meter_J-103_IR1_150
IR_J-103_IR1_170	ND_J-103_IR1_170	Meter_J-103_IR1_170
IR_J-103_IR1_190	ND_J-103_IR1_190	Meter_J-103_IR1_190
IR_J-103_IR1_210	ND_J-103_IR1_210	Meter_J-103_IR1_210
IR_J-103_IR1_230	ND_J-103_IR1_230	Meter_J-103_IR1_230
IR_J-103_IR1_250	ND_J-103_IR1_250	Meter_J-103_IR1_250
IR_J-103_IR1_270	ND_J-103_IR1_270	Meter_J-103_IR1_270
IR_J-103_IR1_290	ND_J-103_IR1_290	Meter_J-103_IR1_290
IR_J-103_IR1_310	ND_J-103_IR1_310	Meter_J-103_IR1_310
IR_J-103_IR1_330	ND_J-103_IR1_330	Meter_J-103_IR1_330
IR_J-103_IR1_350	ND_J-103_IR1_350	Meter_J-103_IR1_350
IR_J-140_IR1_10 	ND_J-140_IR1_10 	Meter_J-140_IR1_10 
IR_J-140_IR1_30 	ND_J-140_IR1_30 	Meter_J-140_IR1_30 
IR_J-140_IR1_50 	ND_J-140_IR1_50 	Meter_J-140_IR1_50 
IR_J-140_IR1_70 	ND_J-140_IR1_70 	Meter_J-140_IR1_70 
IR_J-140_IR1_90 	ND_J-140_IR1_90 	Meter_J-140_IR1_90 
IR_J-140_IR1_110	ND_J-140_IR1_110	Meter_J-140_IR1_110
IR_J-140_IR1_130	ND_J-140_IR1_130	Meter_J-140_IR1_130
IR_J-140_IR1_150	ND_J-140_IR1_150	Meter_J-140_IR1_150
IR_J-140_IR1_170	ND_J-140_IR1_170	Meter_J-140_IR1_170
IR_J-140_IR1_190	ND_J-140_IR1_190	Meter_J-140_IR1_190
IR_J-140_IR1_210	ND_J-140_IR1_210	Meter_J-140_IR1_210
IR_J-140_IR1_230	ND_J-140_IR1_230	Meter_J-140_IR1_230
IR_J-140_IR1_250	ND_J-140_IR1_250	Meter_J-140_IR1_250
IR_J-140_IR1_270	ND_J-140_IR1_270	Meter_J-140_IR1_270
IR_J-140_IR1_290	ND_J-140_IR1_290	Meter_J-140_IR1_290
IR_J-140_IR1_310	ND_J-140_IR1_310	Meter_J-140_IR1_310
IR_J-140_IR1_330	ND_J-140_IR1_330	Meter_J-140_IR1_330
IR_J-140_IR1_350	ND_J-140_IR1_350	Meter_J-140_IR1_350
IR_J-118_IR1_10 	ND_J-118_IR1_10 	Meter_J-118_IR1_10 
IR_J-118_IR1_30 	ND_J-118_IR1_30 	Meter_J-118_IR1_30 
IR_J-118_IR1_50 	ND_J-118_IR1_50 	Meter_J-118_IR1_50 
IR_J-118_IR1_70 	ND_J-118_IR1_70 	Meter_J-118_IR1_70 
IR_J-118_IR1_90 	ND_J-118_IR1_90 	Meter_J-118_IR1_90 
IR_J-118_IR1_110	ND_J-118_IR1_110	Meter_J-118_IR1_110
IR_J-118_IR1_130	ND_J-118_IR1_130	Meter_J-118_IR1_130
IR_J-118_IR1_150	ND_J-118_IR1_150	Meter_J-118_IR1_150
IR_J-118_IR1_170	ND_J-118_IR1_170	Meter_J-118_IR1_170
IR_J-118_IR1_190	ND_J-118_IR1_190	Meter_J-118_IR1_190
IR_J-118_IR1_210	ND_J-118_IR1_210	Meter_J-118_IR1_210
IR_J-118_IR1_230	ND_J-118_IR1_230	Meter_J-118_IR1_230
IR_J-118_IR1_250	ND_J-118_IR1_250	Meter_J-118_IR1_250
IR_J-118_IR1_270	ND_J-118_IR1_270	Meter_J-118_IR1_270
IR_J-118_IR1_290	ND_J-118_IR1_290	Meter_J-118_IR1_290
IR_J-118_IR1_310	ND_J-118_IR1_310	Meter_J-118_IR1_310
IR_J-118_IR1_330	ND_J-118_IR1_330	Meter_J-118_IR1_330
IR_J-118_IR1_350	ND_J-118_IR1_350	Meter_J-118_IR1_350
IR_J-286_IR1_10 	ND_J-286_IR1_10 	Meter_J-286_IR1_10 
IR_J-286_IR1_30 	ND_J-286_IR1_30 	Meter_J-286_IR1_30 
IR_J-286_IR1_50 	ND_J-286_IR1_50 	Meter_J-286_IR1_50 
IR_J-286_IR1_70 	ND_J-286_IR1_70 	Meter_J-286_IR1_70 
IR_J-286_IR1_90 	ND_J-286_IR1_90 	Meter_J-286_IR1_90 
IR_J-286_IR1_110	ND_J-286_IR1_110	Meter_J-286_IR1_110
IR_J-286_IR1_130	ND_J-286_IR1_130	Meter_J-286_IR1_130
IR_J-286_IR1_150	ND_J-286_IR1_150	Meter_J-286_IR1_150
IR_J-286_IR1_170	ND_J-286_IR1_170	Meter_J-286_IR1_170
IR_J-286_IR1_190	ND_J-286_IR1_190	Meter_J-286_IR1_190
IR_J-286_IR1_210	ND_J-286_IR1_210	Meter_J-286_IR1_210
IR_J-286_IR1_230	ND_J-286_IR1_230	Meter_J-286_IR1_230
IR_J-286_IR1_250	ND_J-286_IR1_250	Meter_J-286_IR1_250
IR_J-286_IR1_270	ND_J-286_IR1_270	Meter_J-286_IR1_270
IR_J-286_IR1_290	ND_J-286_IR1_290	Meter_J-286_IR1_290
IR_J-286_IR1_310	ND_J-286_IR1_310	Meter_J-286_IR1_310
IR_J-286_IR1_330	ND_J-286_IR1_330	Meter_J-286_IR1_330
IR_J-286_IR1_350	ND_J-286_IR1_350	Meter_J-286_IR1_350
IR_J-116_IR1_10 	ND_J-116_IR1_10 	Meter_J-116_IR1_10 
IR_J-116_IR1_30 	ND_J-116_IR1_30 	Meter_J-116_IR1_30 
IR_J-116_IR1_50 	ND_J-116_IR1_50 	Meter_J-116_IR1_50 
